公司代號,公司名稱,英文簡稱,申報原因,產業類別,報告書內容涵蓋期間,編製依循準則,第三方驗證-驗證單位,第三方驗證-單位名稱,第三方驗證-採用標準,公司網站報告書相關資訊(中文版),中文版永續報告書,中文版上傳日期,英文版永續報告書網址,英文版永續報告書,英文版上傳日期,中文版永續報告書(修正後版本),上傳日期(中文修正後版本),英文版永續報告書(修正後版本),上傳日期(英文修正後版本),報告書聯絡資訊,備註
"6569","醫揚","onyx","6.係自願編製與申報","生技醫療業","110/01/01~110/12/31","2. 其他依循標準：依循GRI 準則及SASB","無","無資料","無資料","https://www.onyx-healthcare.com/csr_tw_6.php","t100sa11_6569_110.pdf","111/07/07","","","","","","","","tracysung@onyx-healthcare.com","",
"6570","維田","APLEX","6.係自願編製與申報","電腦及週邊設備業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","格瑞國際驗證有限公司 GREAT INTERNATIONAL CERTIFICATION CO., LTD.","AA1000 第1類型(Type1) 中度保證","https://www.aplex.com/ESG/2021/APLEX_ESG2021.pdf","t100sa11_6570_110.pdf","111/07/28","","","","","","","","aplexreport@aplex.com","",
"6589","台康生技","EirGenix","6.係自願編製與申報","生技醫療業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://zh-tw.eirgenix.com","t100sa11_6589_110.pdf","111/09/30","https://zh-tw.eirgenix.com","t100sa11_6589_110_E.pdf","2022/09/30","","","","","IR@eirgenix.com","",
"6613","朋億*","Novatech","6.係自願編製與申報","其他電子業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","資誠聯合會計師事務所","確信準則公報第一號","https://www.novatech.com.tw/csr/report","t100sa11_6613_110.pdf","111/06/30","https://www.novatech.com.tw/en/csr/report","t100sa11_6613_110_E.pdf","2022/12/09","","","","","anne_wang@novatech.com.tw","無",
"6664","群翊","Group Up","6.係自願編製與申報","電子零組件業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.gpline.com.tw","t100sa11_6664_110.pdf","111/06/29","http://www.gpline.com.tw","t100sa11_6664_110_E.pdf","2022/06/29","","","","","gp@gpline.com.tw","無",
"6683","雍智科技","KSMT","6.係自願編製與申報","半導體業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://drive.google.com/file/d/1nYinhUevHqeU-Fzdt1FPGbdPpdWKOA1v/view?usp=sharing","t100sa11_6683_110.pdf","111/06/17","","","","","111/06/17","","","Kevin.Lin@ksmt.com.tw","",
"6684","安格","AlgolTek","6.係自願編製與申報","半導體業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","勤業眾信聯合會計師事務所","確信準則公報第一號","http://www.algoltek.com.tw/investors/enterprise-development/report-download?year=2021","t100sa11_6684_110.pdf","111/09/26","","","","","","","","agir@algoltek.com.tw","",
"6703","軒郁","SHINY","6.係自願編製與申報","生技醫療業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","安永聯合會計師事務所","確信準則公報第一號","http://www.esg-shinybrands.com","t100sa11_6703_110.pdf","111/09/29","","","","","","","","ESG@shinybrands.com","",
"6732","昇佳電子","sensortek","6.係自願編製與申報","半導體業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.sensortek.com.tw/wp-content/uploads/2022/09/2021%E5%B9%B4%E6%98%87%E4%BD%B3%E9%9B%BB%E5%AD%90%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8.pdf","t100sa11_6732_110.pdf","111/09/30","https://www.sensortek.com.tw/wp-content/uploads/2022/12/Sensortek_2021-sustainability_report_en.pdf","t100sa11_6732_110_E.pdf","2022/12/12","","","","","esg@sensortek.com.tw","",
"6752","叡揚","GSS","6.係自願編製與申報","資訊服務業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.gss.com.tw/csr","t100sa11_6752_110.pdf","111/09/30","","","","","","","","roy_cho@gss.com.tw","",
"6803","崑鼎","ECOVE Corp.","6.係自願編製與申報","綠能環保","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","SGS","AA1000 第2類型(Type2) 高度保證","https://www.ecove.com/CSR/eBook/2021-ECOVE-CN-eBook/mobile/index.html","t100sa11_6803_110.pdf","111/08/04","https://www.ecove.com/CSR/eBook/2021-ECOVE-EN-eBook/mobile/index.html","t100sa11_6803_110_E.pdf","2022/08/04","","","","","blueskyson0854@ecove.com","無",
"6829","千附精密","CFPREC","6.係自願編製與申報","電機機械","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.cfprec.com.tw/ESG-%E5%A0%B1%E5%91%8A%E6%9B%B8/","t100sa11_6829_110.pdf","111/09/29","","","","","","","","naomi.yang@cfprec.com.tw","無",
"7402","邑錡","Brinno","6.係自願編製與申報","光電業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.amazon.com/clouddrive/share/fUOkQk72WbX02CA55gpIRAfX0lpqXocjTTnXxJAPxLO/folder/_pkN3OxyTcydKN_jVNZQwg/nAaJBZ3PQkGDQQ2Dk9X64Q","t100sa11_7402_110.pdf","111/06/23","","","","","111/06/23","","","carol@brinno.com","",
"8044","網家","PChome online","6.係自願編製與申報","數位雲端","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","勤業眾信聯合會計師事務所","確信準則公報第一號","https://corp.pchome.tw/corporate-social-responsibility/","t100sa11_8044_110.pdf","111/08/12","https://corp.pchome.tw/en/corporate-social-responsibility","t100sa11_8044_110_E.pdf","2022/10/04","","","","","stakeholder@staff.pchome.com","",
"8064","東捷","CONTREL　　","6.係自願編製與申報","光電業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.contrel.com.tw/inv_esg.php","t100sa11_8064_110.pdf","111/09/29","","","","","","","","ESG@contrel.com.tw","",
"8069","元太","EIH","5.股本達新臺幣五十億元以上者","光電業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","勤業眾信聯合會計師事務所","ISAE3000","https://esg.eink.com/tw/report/0222080814bw247225/2021-ESG-Report.pdf","t100sa11_8069_110.pdf","111/08/15","https://www.eink.com/assets/img/csr/csr-2021-report.pdf","t100sa11_8069_110_E.pdf","2022/08/23","","","t100sa11_8069_110_M_E.pdf","2022/08/23","esg@eink.com","無",
"8074","鉅橡","AURONA","6.係自願編製與申報","電子零組件業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.aurona.com.tw/html/investment/02.aspx?kind=4","t100sa11_8074_110.pdf","111/09/30","","","","","","","","jerrylai@aurona.com.tw","",
"8121","越峰","ACME","6.係自願編製與申報","電子零組件業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","BSI英國標準協會台灣分公司","AA1000 第1類型(Type1) 中度保證","https://www.usig.com/ACMECSR/Report.aspx","t100sa11_8121_110.pdf","111/08/05","","","","","","","","csr-acme@usig.com","無",
"8182","加高","HELE　","6.係自願編製與申報","電子零組件業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","BV","AA1000 第1類型(Type1) 中度保證","http://www.hele.com.tw/responsibility.php?id=62","t100sa11_8182_110.pdf","111/06/28","https://www.hele.com.tw/responsibility.php?id=62","t100sa11_8182_110_E.pdf","2022/10/31","","","","","csr@hele.com.tw","英文版本已於10/31補上傳",
"8234","新漢","NEXCOM　　","6.係自願編製與申報","電腦及週邊設備業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","格瑞國際驗證有限公司","AA1000 第1類型(Type1) 中度保證","https://www.nexcom.com.tw/About/Page/esg-and-sustainability","t100sa11_8234_110.pdf","111/09/29","","","","","","","","esg@nexcom.com.tw","無",
"8255","朋程","ATC　","6.係自願編製與申報","電機機械","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","台灣檢驗科技股份有限公司","AA1000 第1類型(Type1) 中度保證","http://www.actron.com.tw/chinese/csr/report/csr-report.php","t100sa11_8255_110.pdf","111/05/31","http://www.actron.com.tw/chinese/csr/report/csr-report.php","t100sa11_8255_110_E.pdf","2022/09/12","","111/05/31","","","CSR@actron.com.tw","",
"8299","群聯","Phison","6.係自願編製與申報","半導體業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","BSI","AA1000 第1類型(Type1) 中度保證","https://www.phison.com/zh-tw/csr/resource-centre","t100sa11_8299_110.pdf","111/06/27","https://www.phison.com/en/csr/resource-centre","t100sa11_8299_110_E.pdf","2022/06/27","","","","","csr@phison.com","",
"8349","恒耀國際","QST","6.係自願編製與申報","鋼鐵工業","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","台灣德國萊因技術監護顧問股份有限公司","AA1000 第1類型(Type1) 中度保證","http://www.qst.com.tw/cht/sub_2_9.html","t100sa11_8349_110.pdf","111/09/29","http://www.qst.com.tw/cht/sub_2_9.html","t100sa11_8349_110_E.pdf","2022/09/29","","","","","belle_ou@qst.com.tw","",
"8383","千附","ChenFull","6.係自願編製與申報","其他電子業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.chenfull.com.tw/investment-28.php","t100sa11_8383_110.pdf","111/09/29","","","","","","","","ir@chenfull.com.tw","無",
"8390","金益鼎","JYD","6.係自願編製與申報","綠能環保","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","格瑞國際驗證有限公司","AA1000 第1類型(Type1) 中度保證","https://www.jyd.com.tw/corporate-social-151-page227","t100sa11_8390_110.pdf","111/09/29","https://www.jyd.com.tw/corporate-social-151-page227","t100sa11_8390_110_E.pdf","2022/09/29","","","","","cindy.huang@tw.jydgroup.com","無",
"8415","大國鋼","Brighton-Best","5.股本達新臺幣五十億元以上者","鋼鐵工業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","秉承聯合會計師事務所","確信準則公報第一號","https://www.brighton-best.com.tw/BBITaiwan.asp","t100sa11_8415_110.pdf","111/06/27","","","","","","","","chender91@tachen.com.tw","無",
"8420","明揚","LAUNCH TECH","6.係自願編製與申報","運動休閒","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.launchtech.com.tw/Page/CSR.aspx","t100sa11_8420_110.pdf","111/06/02","","","","","111/06/02","","","CSR@launchtech.com.tw","無",
"8426","紅木-KY","Redwood","6.係自願編製與申報","其他","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","http://www.redwoodgroup.co/cn/investors-ESGreport-cn.html","t100sa11_8426_110.pdf","111/09/29","","","","","","","","bensu@redwoodgroup.co","",
"8432","東生華","TSH","6.係自願編製與申報","生技醫療業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.tshbiopharm.com/ec99/rwd1427/category.asp?category_id=37","t100sa11_8432_110.pdf","111/05/06","https://www.tshbiopharm.com/","t100sa11_8432_110_E.pdf","2022/08/17","","111/05/06","","","Isa_Wang@tshbiopharm.com; shupinghuang@tshbiopharm.com","",
"8435","鉅邁","Zimmite","6.係自願編製與申報","其他","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.zimmite.com/tc/p10-citizenship4.asp","t100sa11_8435_110.pdf","111/06/27","","","","","","","","gina@zimmite.com","",
"8436","大江","TCI","6.係自願編製與申報","生技醫療業","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","PWC","ISAE3000","http://www.tci-bio.com/zh-hant/esgs/csr/","t100sa11_8436_110.pdf","111/09/29","http://www.tci-bio.com/esgs/csr/","t100sa11_8436_110_E.pdf","2022/09/29","","","","","governance@tci-bio.com","本報告書依據GRI 準則全面依循編制，並依據TCFD框架揭露，報導期間為2021年",
"8444","綠河-KY","Green River","6.係自願編製與申報","其他","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.greenriverholding.com/zh-hant/%e4%bc%81%e6%a5%ad%e7%a4%be%e6%9c%83%e8%b2%ac%e4%bb%bb/#tab-id-1","t100sa11_8444_110.pdf","111/09/23","","","","","","","","grh@greenriverholding.com","無",
"8450","霹靂","PILI","6.係自願編製與申報","文化創意業","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.pili.com.tw/investor.php?id=7&lang=","t100sa11_8450_110.pdf","111/08/11","","","","","","","","public@pili.tw","無",
"8905","裕國","　　ECS","2.屬餐飲收入占其全部營業收入之比率達百分之五十以上者","其他","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","勤業眾信聯合會計師事務所","確信準則公報第一號","http://www.eaglegroup.com.tw","t100sa11_8905_110.pdf","111/09/23","","","","","","","","woolung@cooleagle.com.tw","",
"8916","光隆","KLF　","6.係自願編製與申報","其他","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","英國標準協會(BSI)","AA1000 第1類型(Type1) 中度保證","http://klf-group.com/chinese/02_csr/01_detail.php","t100sa11_8916_110.pdf","111/07/01","http://klf-group.com/chinese/02_csr/01_detail.php","t100sa11_8916_110_E.pdf","2022/09/22","","","","","judy.lee@klf-group.com","",
"8929","富堡","FBIC　　","6.係自願編製與申報","其他","110/01/01~110/12/31","1. GRI 準則","無","無資料","無資料","https://www.fuburg.com/tw/report-download","t100sa11_8929_110.pdf","111/08/15","","","","","","","","peggy.chen@fuburg.com","",
"8936","國統","KTI","6.係自願編製與申報","其他","110/01/01~110/12/31","1. GRI 準則","會計師事務所：","秉承聯合會計師事務所","確信準則公報第一號","https://www.kti.com.tw/list/sd.htm","t100sa11_8936_110.pdf","111/09/30","https://www.kti.com.tw/list/sd.htm","t100sa11_8936_110_E.pdf","2022/12/30","","","","","IR@kti.com.tw","無",
"8938","明安","ADVANCED  GROUP","6.係自願編製與申報","運動休閒","110/01/01~110/12/31","1. GRI 準則","其他查驗證單位：","SGS","AA1000 第1類型(Type1) 中度保證","https://www.adgroup.com.tw/page/about/index.aspx?kind=146&lang=TW","t100sa11_8938_110.pdf","111/08/31","","","","","","","","patricia.lee@adgroup.com.tw","",
