公司代號,公司名稱,英文簡稱,申報原因,產業類別,報告書內容涵蓋期間,編製依循準則,第三方驗證-驗證單位,第三方驗證-單位名稱,第三方驗證-採用標準,公司網站報告書相關資訊(中文版),中文版永續報告書,中文版上傳日期,英文版永續報告書網址,英文版永續報告書,英文版上傳日期,中文版永續報告書(修正後版本),上傳日期(中文修正後版本),英文版永續報告書(修正後版本),上傳日期(英文修正後版本),報告書聯絡資訊,備註
"2420","新巨","ZIPPY","6.係自願編製與申報","電子零組件業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://www.zippy.com/zh-tw/csrresponse.aspx","t100sa11_2420_111.pdf","112/08/14","https://www.zippy.com/csrresponse.aspx","t100sa11_2420_111_E.pdf","2023/08/14","","","","","care@zippy.com.tw","",
"2421","建準","SUNON","5.股本達新臺幣二十億元以上者","電子零組件業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","立恩威國際驗證股份有限公司","AA1000 第1類型(Type1) 中度保證","https://www.sunon.com/csr.aspx","t100sa11_2421_111.pdf","112/06/21","https://www.sunon.com/en/csr.aspx","t100sa11_2421_111_E.pdf","2023/08/10","","","","","pany@sunon.com","無",
"2423","固緯","GW","6.係自願編製與申報","其他電子業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","http://www.instek.com.tw","t100sa11_2423_111.pdf","112/06/14","https://www.gwinstek.com/en-global/report/index","t100sa11_2423_111_E.pdf","2023/07/07","","","","","alex_chen@goodwill.com.tw","無",
"2439","美律","MERRY","6.係自願編製與申報","通信網路業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","SGS(台灣檢驗科技股份有限公司)","AA1000 第2類型(Type2) 中度保證","https://www.merry.com.tw/page/about/index.aspx?kind=50#","t100sa11_2439_111.pdf","112/06/30","","","","","","","","Merry_PR@merry.com.tw","",
"2441","超豐","GTK","5.股本達新臺幣二十億元以上者","半導體業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://www.greatek.com.tw/business4.html","t100sa11_2441_111.pdf","112/06/19","","","","","","","","ned@greatek .com.tw","無",
"2442","新美齊","JEAN","5.股本達新臺幣二十億元以上者","建材營造","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","http://www.jean.com.tw/tw/sustainable","t100sa11_2442_111.pdf","112/06/30","","","","","","","","tim.chang@jean.com.tw","無",
"2449","京元電子","KYEC","5.股本達新臺幣二十億元以上者","半導體業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","台灣檢驗科技(股)公司(SGS Taiwan Ltd.)","AA1000 第1類型(Type1) 中度保證","https://www.kyec.com.tw/zh-tw/Csr/csrdownload","t100sa11_2449_111.pdf","112/06/29","","","","t100sa11_2449_111_M.pdf","112/08/10","","","neilchung@kyec.com.tw","無",
"2450","神腦","SENAO","5.股本達新臺幣二十億元以上者","通信網路業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","台灣檢驗科技股份有限公司(SGS Taiwan Ltd.)","AA1000 第1類型(Type1) 中度保證","https://www.senao.com.tw/invest10.php","t100sa11_2450_111.pdf","112/06/29","https://www.senao.com.tw/invest10.php","t100sa11_2450_111_E.pdf","2023/08/16","","","","","hugo.li@senao.com.tw","",
"2451","創見","Transcend","5.股本達新臺幣二十億元以上者","半導體業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://tw.transcend-info.com/about/ESG_report","t100sa11_2451_111.pdf","112/06/30","","","","","","","","IR@transcend-info.com","",
"2454","聯發科","MTK","5.股本達新臺幣二十億元以上者","半導體業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","BSI","AA1000 第1類型(Type1) 中度保證","https://d86o2zu8ugzlg.cloudfront.net/mediatek-craft/reports/CSR/%E8%81%AF%E7%99%BC%E7%A7%91%E6%8A%802022%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8%E4%B8%AD%E6%96%87%E7%89%88_Final.pdf","t100sa11_2454_111.pdf","112/06/30","https://d86o2zu8ugzlg.cloudfront.net/mediatek-craft/reports/CSR/2022-MediaTek-Sustainability-Report-final.pdf","t100sa11_2454_111_E.pdf","2023/08/10","","","","","CSR@mediatek.com","",
"2457","飛宏","PHIHONG","5.股本達新臺幣二十億元以上者","電子零組件業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","英國標準協會","AA1000 第1類型(Type1) 中度保證","https://www.phihong.com.tw/index.php?route=investors/investorsqiye&zeren_type_id=4&zong=1","t100sa11_2457_111.pdf","112/06/30","","","","","","","","Thomas_Chou@phihong.com.tw","",
"2458","義隆","ELAN","5.股本達新臺幣二十億元以上者","半導體業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","SGS TW","AA1000 第2類型(Type2) 中度保證","https://www.emc.com.tw/emc/tw/csr/report","t100sa11_2458_111.pdf","112/06/29","","","","","","","","pmlms@emc.com.tw","待取得第三方保證/確信聲明書，隨完整的美編版本一同更新",
"2474","可成","CATCHER","5.股本達新臺幣二十億元以上者","其他電子業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://www.catcher-group.com/tw/csr_esh_more.aspx?ID=5","t100sa11_2474_111.pdf","112/06/30","","","","","","","","csr@catcher-group.com","本報告書亦採用SASB永續指標，依循TCFD框架進行氣候變遷風險與機會之揭露。",
"2480","敦陽科","STARK","6.係自願編製與申報","資訊服務業","111/01/01~111/12/31","2. 其他依循標準：GRI準則、SASB準則","無","無資料","無資料","https://www.sti.com.tw/web/official/esg-report","t100sa11_2480_111.pdf","112/08/04","","","","","","","","Sunny.Peng@sti.com.tw","",
"2484","希華","SIWARD","6.係自願編製與申報","電子零組件業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://www.siward.com.tw/tw/csr/sustainable-development","t100sa11_2484_111.pdf","112/06/28","","","","","","","","stg250@siward.com","",
"2486","一詮","I-CHIUN","5.股本達新臺幣二十億元以上者","光電業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","http://www.i-chiun.com.tw/_ch/05_ir/00_overview.php","t100sa11_2486_111.pdf","112/06/27","","","","","","","","paijung@i-chiun.com.tw","無",
"2489","瑞軒","AMTRAN","5.股本達新臺幣二十億元以上者","光電業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","安永聯合會計師事務所","確信準則3000號(原公報第一號)","https://www.amtran.com.tw/file.php?id=7","t100sa11_2489_111.pdf","112/08/14","https://www.amtran.com.tw/file.php?id=7","t100sa11_2489_111_E.pdf","2023/08/14","","","","","esg@amtran.com.tw","",
"2492","華新科","WTC","5.股本達新臺幣二十億元以上者","電子零組件業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","BSI英國標準協會","AA1000 第1類型(Type1) 中度保證","https://www.passivecomponent.com/zh-hant/csr/csr-reports/","t100sa11_2492_111.pdf","112/06/30","","","","","","","","gracehuang@passivecomponent.com","",
"2495","普安","Infortrend","5.股本達新臺幣二十億元以上者","電腦及週邊設備業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://www.infortrend.com/tw/about/report-download","t100sa11_2495_111.pdf","112/06/30","","","","","","","","ESGreport@infortrend.com","無",
"2498","宏達電","HTC","5.股本達新臺幣二十億元以上者","通信網路業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","SGS Taiwan","AA1000 第2類型(Type2) 高度保證","https://www.htc.com/tw/esg/esg-report/","t100sa11_2498_111.pdf","112/06/29","https://www.htc.com/us/esg/esg-report/","t100sa11_2498_111_E.pdf","2023/08/16","t100sa11_2498_111_M.pdf","112/08/16","","","esg@htc.com","",
"2504","國產","GBM","5.股本達新臺幣二十億元以上者","建材營造","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","英國標準協會(BSI)","AA1000 第1類型(Type1) 中度保證","http://www.gdc.com.tw/zh-TW/investor.php?id=17","t100sa11_2504_111.pdf","112/06/30","","","","","","","","lucllao@gdc.com.tw","",
"2505","國揚","ky","5.股本達新臺幣二十億元以上者","建材營造","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","http://www.kycc.com.tw/tw/kuoyang_2.php","t100sa11_2505_111.pdf","112/06/30","","","","","","","","melody@kycc.com.tw","",
"2506","太設","PCC","5.股本達新臺幣二十億元以上者","建材營造","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://www.pacific-group.com.tw/investor/%e6%b0%b8%e7%ba%8c%e5%a0%b1%e5%91%8a%e6%9b%b8/","t100sa11_2506_111.pdf","112/06/30","","","","","","","","hua@pacific-group.com.tw","",
"2520","冠德","KINDOM","5.股本達新臺幣二十億元以上者","建材營造","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","英國標準協會(BSI)","AA1000 第1類型(Type1) 中度保證","https://csr.kindom.com.tw/csrreport/","t100sa11_2520_111.pdf","112/06/30","https://csr.kindom.com.tw/csrreport/","t100sa11_2520_111_E.pdf","","","","","","sclin@kindom.com.tw","無。",
"2530","華建","DELPHA","5.股本達新臺幣二十億元以上者","建材營造","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","安永聯合會計師事務所","確信準則3000號(原公報第一號)","http://www.delpha.com.tw/corporate","t100sa11_2530_111.pdf","112/06/30","","","","","","","","kenwang@delpha.com.tw","",
"2534","宏盛","HSC","5.股本達新臺幣二十億元以上者","建材營造","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://www.hsc.com.tw/society6.php","t100sa11_2534_111.pdf","112/06/30","","","","","","","","emma_huang@hsc.com.tw","",
"2535","達欣工","DA-CIN","5.股本達新臺幣二十億元以上者","建材營造","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","SGS","AA1000 第1類型(Type1) 中度保證","https://www.dacin.com.tw/csr/download.php","t100sa11_2535_111.pdf","112/06/30","https://www.dacin.com.tw/en/csr/","t100sa11_2535_111_E.pdf","2023/08/01","","","","","100104@dacin.com.tw","",
"2539","櫻花建","SAKURAD","5.股本達新臺幣二十億元以上者","建材營造","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","http://www.sakurad.com.tw","t100sa11_2539_111.pdf","112/06/30","","","","","","","","susan@sakurad.com.tw;meiyin@sakurad.com.tw","",
"2546","根基","KEDGE","6.係自願編製與申報","建材營造","111/01/01~111/12/31","2. 其他依循標準：GRI準則及SASB永續會計準則","其他查驗證單位：","立恩威國際驗證股份有限公司","AA1000 第1類型(Type1) 中度保證","https://esg.kedge.com.tw/","t100sa11_2546_111.pdf","112/08/09","https://esg.kedge.com.tw/en/","t100sa11_2546_111_E.pdf","2023/08/09","","","","","kerry_wang@kindom.com.tw","無",
"2547","日勝生","RADIUM","5.股本達新臺幣二十億元以上者","建材營造","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","https://www.radium.com.tw/public/download#gsc.tab=0","t100sa11_2547_111.pdf","112/08/07","","","","","","","","dulcey@radium.com.tw","無",
"2548","華固","HUAKU　　","5.股本達新臺幣二十億元以上者","建材營造","111/01/01~111/12/31","2. 其他依循標準：依循GRI準則、永續會計準則委員會（SASB），及氣候相關財務揭露（TCFD）","無","無資料","無資料","https://www.huaku.com.tw/csr","t100sa11_2548_111.pdf","112/06/30","","","","","","","","ESG@huaku.com.tw","",
"2601","益航","FSC","5.股本達新臺幣二十億元以上者","貿易百貨","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://www.firsteam.com.tw/csr_report.html","t100sa11_2601_111.pdf","112/06/16","","","","","","","","csr@firsteam.com.tw","無",
"2603","長榮","EMC","5.股本達新臺幣二十億元以上者","航運業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","https://csr.evergreen-marine.com/csr/tw/jsp/CSR_Report.jsp","t100sa11_2603_111.pdf","112/07/27","https://csr.evergreen-marine.com/csr/jsp/CSR_Report.jsp","t100sa11_2603_111_E.pdf","2023/08/10","t100sa11_2603_111_M.pdf","112/08/10","","","csr@evergreen-marine.com","",
"2605","新興","SNC","5.股本達新臺幣二十億元以上者","航運業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://www.snc.com.tw","t100sa11_2605_111.pdf","112/06/30","","","","","","","","sd@snc.com.tw","",
"2606","裕民","U-MING","5.股本達新臺幣二十億元以上者","航運業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","DNV-Business Assurance","其他","https://www.uming.com.tw/csr/Reports.aspx","t100sa11_2606_111.pdf","112/06/08","","","","","","","","treenahuang@mail.uming.com.tw","",
"2607","榮運","EITC","5.股本達新臺幣二十億元以上者","航運業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://www.evergreen-eitc.com.tw/eitchtdocs/jsp/c_7/c_7_6_2.jsp","t100sa11_2607_111.pdf","112/06/29","","","","","","","","csr@evergreen-eitc.com.tw","",
"2609","陽明","YMTC","5.股本達新臺幣二十億元以上者","航運業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","立恩威國際驗證股份有限公司","其他","https://esg.yangming.com/esg/sustainability_report/1/","t100sa11_2609_111.pdf","112/06/30","","","","t100sa11_2609_111_M.pdf","112/08/18","","","apqs@yangming.com","",
"2610","華航","CAL","5.股本達新臺幣二十億元以上者","航運業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","安侯建業聯合會計事務所（KPMG）","確信準則3000號(原公報第一號)","https://calec.china-airlines.com/csr/download/2022/2022-CSR.pdf","t100sa11_2610_111.pdf","112/06/29","https://calec.china-airlines.com/csr/en/download/2022/2022-en-CSR.pdf","t100sa11_2610_111_E.pdf","2023/06/29","","","","","CSR@china-airlines.com","部分重大事件揭露時間截至112年4月30日",
"2615","萬海","WANHAI","5.股本達新臺幣二十億元以上者","航運業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","TUV NORD 台灣德國北德技術監護顧問 股份有限公司","AA1000 第1類型(Type1) 中度保證","https://esg.wanhai.com/wanhai/download","t100sa11_2615_111.pdf","112/06/29","","","","","","","","esg@wanhai.com","",
"2617","台航","TNC","5.股本達新臺幣二十億元以上者","航運業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","http://www.taiwanline.com.tw/","t100sa11_2617_111.pdf","112/06/13","","","","","","","","leect@taiwanline.com.tw","",
"2618","長榮航","EVAAIR","5.股本達新臺幣二十億元以上者","航運業","111/01/01~111/12/31","2. 其他依循標準：GRI準則及SASB永續會計準則","其他查驗證單位：","BVC台灣衛理國際品保驗證股份有限公司","AA1000 第2類型(Type2) 高度保證","http://www.evacsr.com/archive/doc/download/EVA_CSR_CH_2022.pdf","t100sa11_2618_111.pdf","112/06/30","http://www.evacsr.com/archive/doc/download/EVA_CSR_EN_2022.pdf","t100sa11_2618_111_E.pdf","","","","","","csr@evaair.com","",
"2633","台灣高鐵","THSRC","5.股本達新臺幣二十億元以上者","航運業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","英國標準協會(BSI)","AA1000 第2類型(Type2) 高度保證","https://corp.thsrc.com.tw/corp/47d838f6-dc86-4860-94d8-3e2d663ff82c","t100sa11_2633_111.pdf","112/06/30","","","","","","","","kuanrou_chen@thsrc.com.tw","",
"2634","漢翔","AIDC　　","5.股本達新臺幣二十億元以上者","航運業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","台灣檢驗科技股份有限公司( S G S )","AA1000 第1類型(Type1) 中度保證","https://www.aidc.com.tw/tw/cse/report","t100sa11_2634_111.pdf","112/06/28","https://www.aidc.com.tw/en/cse/report","t100sa11_2634_111_E.pdf","2023/07/31","","","","","yuyunhsiao@ms.aidc.com.tw","英文報告書編製中，112下半年完成後將再上傳申報並置於公司英文網站。",
"2636","台驊投控","T3EX","6.係自願編製與申報","航運業","111/01/01~111/12/31","1. GRI 準則","無","無資料","無資料","https://www.t3ex-group.com/ESGReport/Index","t100sa11_2636_111.pdf","112/05/31","https://www.t3ex-group.com/ESGReport/Index","t100sa11_2636_111_E.pdf","2023/06/28","t100sa11_2636_111_M.pdf","112/06/28","","","vincentlu@t3ex-group.com","無",
"2637","慧洋-KY","WISDOM","5.股本達新臺幣二十億元以上者","航運業","111/01/01~111/12/31","2. 其他依循標準：GRI/SASB","無","無資料","無資料","http://www.wisdomlines.com.tw/wisdom/php/corporate_social_responsibility.php","t100sa11_2637_111.pdf","112/06/30","","","","","","","","ir@wisdomlines.com.tw","",
"2727","王品","WOWPRIME","2.屬餐飲收入占其全部營業收入之比率達百分之五十以上者","觀光餐旅","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","安永聯合會計師事務所","確信準則3000號(原公報第一號)","https://www.wowprime.com/zh-tw/csr/csr-report/download-csr-report","t100sa11_2727_111.pdf","112/07/20","","","","","","","","jessie.pseng@wowprime.com","",
"2748","雲品","FDC","2.屬餐飲收入占其全部營業收入之比率達百分之五十以上者","觀光餐旅","111/01/01~111/12/31","2. 其他依循標準：GRI、永續會計準則委員會制定之SASB、行業補充指南、證交所公告之上市公司編製與申報永續報告書作業辦法","會計師事務所：","宜群聯合會計師事務所","確信準則3000號(原公報第一號)","https://www.fdc-i.com/interaction/report-download/","t100sa11_2748_111.pdf","112/08/09","","","","","","","","joanne.yen@ldchotels.com","NA",
"2801","彰銀","CHANG HWA BANK","4.屬金融保險業者、5.股本達新臺幣二十億元以上者","金融保險業","111/01/01~111/12/31","2. 其他依循標準：GRI準則、SASB商業銀行準則","其他查驗證單位：","英國標準協會(BSI)","AA1000 第2類型(Type2) 中度保證","http://www.bankchb.com/csr/mashup.jsp?funcId=66c4c51115","t100sa11_2801_111.pdf","112/06/30","https://www.bankchb.com/csr/downloadReportChaptereng.jsp?downloadID=5&funcid=6db8725215","t100sa11_2801_111_E.pdf","2023/08/14","","","","","chb183334@chb.com.tw","SASB商業銀行準則通過BSI第一類型符合性查證",
"2809","京城銀","KTB","4.屬金融保險業者、5.股本達新臺幣二十億元以上者","金融保險業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","SGS","AA1000 第1類型(Type1) 中度保證","https://customer.ktb.com.tw/new/about/download","t100sa11_2809_111.pdf","112/06/27","","","","t100sa11_2809_111_M.pdf","112/08/02","","","H15@mail.ktb.com.tw","",
"2812","台中銀","T.C.C.B.","4.屬金融保險業者、5.股本達新臺幣二十億元以上者","金融保險業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","勤業眾信聯合會計師事務所","確信準則3000號(原公報第一號)","https://www.tcbbank.com.tw/ESG/E_01.html","t100sa11_2812_111.pdf","112/07/19","","","","","","","","planning@tcbbank.com.tw","無",
"2816","旺旺保","UNION INS.","4.屬金融保險業者","金融保險業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","安侯建業聯合會計師事務所","確信準則3000號(原公報第一號)","http://www.wwunion.com/?p=16085","t100sa11_2816_111.pdf","112/06/26","http://www.wwunion.com/?p=16085","t100sa11_2816_111_E.pdf","2023/07/12","t100sa11_2816_111_M.pdf","112/07/06","","","sandy.weng@wwunion.com","",
"2832","台產","TFMI","4.屬金融保險業者","金融保險業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","勤業眾信聯合會計師事務所","確信準則3000號(原公報第一號)","https://www.tfmi.com.tw/investor_CG.aspx","t100sa11_2832_111.pdf","112/06/30","https://www.tfmi.com.tw/investor_CG.aspx","t100sa11_2832_111_E.pdf","2023/08/10","t100sa11_2832_111_M.pdf","112/07/04","","","gjhuang@tfmi.com.tw","無",
"2834","臺企銀","TBB","4.屬金融保險業者、5.股本達新臺幣二十億元以上者","金融保險業","111/01/01~111/12/31","2. 其他依循標準：GRI準則、SASB商業銀行準則","會計師事務所：","安永聯合會計師事務所","確信準則3000號(原公報第一號)","https://www.tbb.com.tw/zh-tw/about/sustainability/overview/status-reports","t100sa11_2834_111.pdf","112/06/30","","","","","","","","137737@mail.tbb.com.tw","GRI準則經第三方機構BSI驗證通過。",
"2836","高雄銀","B.O.K","4.屬金融保險業者","金融保險業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","安永聯合會計師事務所","確信準則3000號(原公報第一號)","https://ibank.bok.com.tw/DSP/esg/esgReport.xhtml","t100sa11_2836_111.pdf","112/08/14","","","","","","","","esg@mail.bok.com.tw","",
"2838","聯邦銀","UBOT","4.屬金融保險業者、5.股本達新臺幣二十億元以上者","金融保險業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","安永聯合會計師事務所","確信準則3000號(原公報第一號)","https://www.ubot.com.tw/ourresponsibility","t100sa11_2838_111.pdf","112/07/25","https://web.ubot.com.tw/english/index.asp","t100sa11_2838_111_E.pdf","2023/08/17","","","","","https://www.ubot.com.tw/ourresponsibility","",
"2845","遠東銀","FEIB","4.屬金融保險業者","金融保險業","111/01/01~111/12/31","2. 其他依循標準：GRI準則、SASB商業銀行準則","會計師事務所：","安永聯合會計師事務所","確信準則3000號(原公報第一號)","https://www.feib.com.tw/detail?id=129","t100sa11_2845_111.pdf","112/08/08","","","","","","","","cr@feib.com.tw","無",
"2850","新產","SK Insurance","4.屬金融保險業者、5.股本達新臺幣二十億元以上者","金融保險業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","https://www.skinsurance.com.tw/SKI/Doc.aspx?uID=83.&sID=4723&ST=","t100sa11_2850_111.pdf","112/06/30","","","","","","","","ski95086@skinsurance.com.tw","",
"2851","中再保","Central Re","4.屬金融保險業者、5.股本達新臺幣二十億元以上者","金融保險業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","http://www.centralre.com/content/information/information09.htm","t100sa11_2851_111.pdf","112/06/29","","","","","","","","centralre@centralre.com","",
"2852","第一保","FIRST INS","4.屬金融保險業者","金融保險業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","勤業眾信聯合會計師事務所","確信準則3000號(原公報第一號)","https://www.firstins.com.tw/about/csr/csr-index","t100sa11_2852_111.pdf","112/06/29","","","","","","","","corpgov@firstins.com.tw","無",
"2867","三商壽","Mercuries Life","4.屬金融保險業者、5.股本達新臺幣二十億元以上者","金融保險業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","https://www.mli.com.tw/sites/mliportal/csr/reportdownload","t100sa11_2867_111.pdf","112/06/30","https://www.mli.com.tw/sites/mliportal/english/encsrreportdownload","t100sa11_2867_111_E.pdf","2023/06/30","","","","","90160@mail.mli.com.tw","",
"2880","華南金","HNFHC","4.屬金融保險業者、5.股本達新臺幣二十億元以上者","金融保險業","111/01/01~111/12/31","2. 其他依循標準：GRI、TCFD、SASB、IFRS S1及S2(草案)、SDGs等準則","會計師事務所：","安侯建業聯合會計師事務所","確信準則3000號(原公報第一號)","https://esg.hnfhc.com.tw/WebPortalESG/csr/annual.do#","t100sa11_2880_111.pdf","112/08/10","","","","","","","","yves.dai@hnfhc.com.tw","",
"2881","富邦金","Fubon Financial","4.屬金融保險業者、5.股本達新臺幣二十億元以上者","金融保險業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","KPMG安侯建業聯合會計師事務所","確信準則3000號(原公報第一號)","https://www.fubon.com/financialholdings/citizenship/downloadlist/downloadlist_report.html","t100sa11_2881_111.pdf","112/07/11","https://www.fubon.com/financialholdings/en/citizenship/downloadlist/downloadlist_reports.html","t100sa11_2881_111_E.pdf","2023/07/27","","","","","angel.yang@fubon.com","",
"2882","國泰金","CATHAY HOLDINGS","4.屬金融保險業者、5.股本達新臺幣二十億元以上者","金融保險業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","https://www.cathayholdings.com/holdings/esg/reports/reports_download","t100sa11_2882_111.pdf","112/07/28","https://www.cathayholdings.com/holdings/esg/reports","t100sa11_2882_111_E.pdf","2023/07/28","","","","","cscathay@cathayholdings.com.tw","",
"2883","開發金","CDF","4.屬金融保險業者","金融保險業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","安永聯合會計師事務所","確信準則3000號(原公報第一號)","https://www.cdfholding.com/zh-tw/esg","t100sa11_2883_111.pdf","112/07/03","","","","t100sa11_2883_111_M.pdf","112/07/04","","","sharol.lin@cdibh.com.tw","",
"2884","玉山金","E.S.F.H","4.屬金融保險業者","金融保險業","111/01/01~111/12/31","1. GRI 準則","其他查驗證單位：","BSI","AA1000 第2類型(Type2) 高度保證","https://www.esunbank.com/zh-tw/personal/-/media/3074EF4B8860447CB3662FF99D51AACC.pdf","t100sa11_2884_111.pdf","112/06/30","https://www.esunbank.com.tw/bank/-/media/1B000D75B28843508EDA980B825A80FC.pdf","t100sa11_2884_111_E.pdf","2023/06/30","","","","","obster1-15806@esunbank.com","無",
"2885","元大金","Yuanta Group","4.屬金融保險業者、5.股本達新臺幣二十億元以上者","金融保險業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","https://www.yuanta.com/TW/ESG/ESG-Report","t100sa11_2885_111.pdf","112/06/30","https://www.yuanta.com/EN/ESG/ESG-Report","t100sa11_2885_111_E.pdf","2023/07/07","","","","","csr.fhc＠yuanta.com","",
"2886","兆豐金","MEGA FHC","4.屬金融保險業者","金融保險業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","勤業眾信聯合會計師事務所","確信準則3000號(原公報第一號)","https://esg.megaholdings.com.tw/frontend/download","t100sa11_2886_111.pdf","112/06/28","https://esg.megaholdings.com.tw/frontend/download","t100sa11_2886_111_E.pdf","2023/06/28","","","","","esg@megaholdings.com.tw","",
"2887","台新金","TaishinHoldings","4.屬金融保險業者","金融保險業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","KPMG安侯建業聯合會計師事務所","確信準則3000號(原公報第一號)","https://www.taishinholdings.com.tw/tsh/responsibility/report/","t100sa11_2887_111.pdf","112/06/30","","","","","","","","gracelee1@taishinholdings.com.tw","",
"2888","新光金","SKFH","4.屬金融保險業者","金融保險業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","安侯建業聯合會計師事務所(KPMG)","確信準則3000號(原公報第一號)","https://csr.skfh.com.tw/zh/report","t100sa11_2888_111.pdf","112/06/30","https://csr.skfh.com.tw/en","t100sa11_2888_111_E.pdf","2023/07/20","","","","","esg@skfh.com.tw","無",
"2890","永豐金","SINOPACHOLDINGS","4.屬金融保險業者、5.股本達新臺幣二十億元以上者","金融保險業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","安永聯合會計師事務所","確信準則3000號(原公報第一號)","https://www.sinopac.com/Sustainability/20220419173059273744/20220419173209550857.html","t100sa11_2890_111.pdf","112/07/14","","","","","","","","csr@sinopac.com","",
"2891","中信金","CTBC HOLDING","4.屬金融保險業者、5.股本達新臺幣二十億元以上者","金融保險業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","安永聯合會計師事務所","確信準則3000號(原公報第一號)","https://www.ctbcholding.com/content/dam/twhoo/file/csr/report.html","t100sa11_2891_111.pdf","112/06/30","","","","t100sa11_2891_111_M.pdf","112/07/06","","","ba.esg@ctbcholding.com","",
"2892","第一金","FFHC","4.屬金融保險業者、5.股本達新臺幣二十億元以上者","金融保險業","111/01/01~111/12/31","1. GRI 準則","會計師事務所：","安永聯合會計師事務所","確信準則3000號(原公報第一號)","https://csr.firstholding.com.tw/tc/csr_report.html","t100sa11_2892_111.pdf","112/06/30","https://csr.firstholding.com.tw/en/csr_report.html","t100sa11_2892_111_E.pdf","2023/08/08","","","","","i15906@fhc.com.tw","",
